0, 39
2, 41
4, 41
6, 41
8, 41
10, 41
12, 41
14, 41
16, 41
18, 41
20, 41
22, 41
24, 41
26, 41
28, 41
30, 41
32, 41
34, 43
36, 44
38, 45
40, 46
42, 47
44, 48
46, 49
48, 50
50, 51
52, 51
54, 52
56, 52
58, 53
60, 53
62, 54
64, 54
66, 55
68, 55
70, 55
72, 56
74, 56
76, 56
78, 57
80, 57
82, 57
84, 57
86, 58
88, 58
90, 58
92, 58
94, 58
96, 59
98, 59
100, 59
102, 59
104, 59
106, 59
108, 60
110, 60
112, 60
114, 60
116, 60
118, 60
120, 60
122, 60
124, 60
126, 61
128, 61
130, 61
132, 61
134, 61
136, 61
138, 61
140, 61
142, 61
144, 61
146, 62
148, 62
150, 62
152, 62
154, 62
156, 62
158, 62
160, 62
162, 62
164, 62
166, 62
168, 62
170, 62
172, 62
174, 62
176, 63
178, 63
180, 63
182, 63
184, 63
186, 63
188, 63
190, 63
192, 63
194, 63
196, 63
198, 63
200, 63
202, 63
204, 63
206, 63
208, 63
210, 63
212, 63
214, 63
216, 63
218, 63
220, 63
222, 63
224, 63
226, 64
228, 64
230, 64
232, 64
234, 64
236, 64
238, 64
240, 64
242, 64
244, 64
246, 64
248, 64
250, 64
252, 64
254, 64
256, 64
258, 64
260, 64
262, 64
264, 64
266, 64
268, 64
270, 64
272, 64
274, 64
276, 64
278, 64
280, 64
282, 64
284, 64
286, 64
288, 64
290, 64
292, 64
294, 64
296, 64
298, 64
300, 65
302, 64
304, 65
306, 65
308, 65
310, 65
312, 65
314, 65
316, 65
318, 65
320, 65
322, 65
324, 65
326, 65
328, 65
330, 65
332, 65
334, 65
336, 65
338, 65
340, 65
342, 65
344, 65
346, 65
348, 65
350, 65
352, 65
354, 65
356, 65
358, 65
360, 65
362, 65
364, 65
366, 65
368, 65
370, 65
372, 65
374, 65
376, 65
378, 65
380, 65
382, 65
384, 65
386, 65
388, 65
390, 65
392, 65
394, 65
396, 65
398, 65
400, 65
402, 65
404, 65
406, 65
408, 65
410, 65
412, 65
414, 65
416, 65
418, 65
420, 65
422, 65
424, 65
426, 65
428, 65
430, 65
432, 65
434, 65
436, 65
438, 65
440, 65
442, 65
444, 65
446, 65
448, 65
450, 66
452, 66
454, 65
456, 66
458, 66
460, 66
462, 66
464, 66
466, 66
468, 66
470, 66
472, 66
474, 66
476, 66
478, 66
480, 66
482, 66
484, 66
486, 66
488, 66
490, 66
492, 66
494, 66
496, 66
498, 66
500, 66
502, 66
504, 66
506, 66
508, 66
510, 66
512, 66
514, 66
516, 67
518, 67
520, 67
522, 67
524, 68
526, 68
528, 68
530, 68
532, 69
534, 69
536, 69
538, 69
540, 70
542, 70
544, 70
546, 70
548, 71
550, 71
552, 71
554, 71
556, 72
558, 72
560, 72
562, 72
564, 72
566, 73
568, 73
570, 73
572, 73
574, 74
576, 74
578, 74
580, 74
582, 74
584, 75
586, 75
588, 75
590, 75
592, 76
594, 76
596, 76
598, 76
600, 76
602, 77
604, 77
606, 77
608, 77
610, 77
612, 77
614, 78
616, 78
618, 78
620, 78
622, 78
624, 79
626, 79
628, 79
630, 79
632, 79
634, 79
636, 79
638, 80
640, 80
642, 80
644, 80
646, 80
648, 81
650, 81
652, 81
654, 81
656, 81
658, 81
660, 82
662, 82
664, 82
666, 82
668, 82
670, 82
672, 83
674, 83
676, 83
678, 83
680, 83
682, 83
684, 84
686, 84
688, 84
690, 84
692, 84
694, 84
696, 84
698, 85
700, 85
702, 85
704, 85
706, 85
708, 85
710, 85
712, 86
714, 86
716, 86
718, 86
720, 86
722, 86
724, 86
726, 86
728, 87
730, 87
732, 87
734, 87
736, 87
738, 87
740, 88
742, 88
744, 88
746, 88
748, 88
750, 88
752, 88
754, 88
756, 89
758, 89
760, 89
762, 89
764, 89
766, 89
768, 89
770, 90
772, 90
774, 90
776, 90
778, 90
780, 90
782, 90
784, 90
786, 90
788, 90
790, 91
792, 91
794, 91
796, 91
798, 91
800, 91
802, 91
804, 91
806, 91
808, 92
810, 92
812, 92
814, 92
816, 92
818, 92
820, 92
822, 92
824, 92
826, 92
828, 93
830, 93
832, 93
834, 93
836, 93
838, 93
840, 93
842, 93
844, 93
846, 93
848, 93
850, 94
852, 94
854, 94
856, 94
858, 94
860, 94
862, 94
864, 94
866, 94
868, 94
870, 95
872, 95
874, 95
876, 95
878, 95
880, 95
882, 95
884, 95
886, 95
888, 95
890, 95
892, 96
894, 96
896, 96
898, 96
900, 96
902, 96
904, 96
906, 96
908, 96
910, 96
912, 97
914, 97
916, 96
918, 97
920, 97
922, 97
924, 97
926, 97
928, 97
930, 97
932, 97
934, 97
936, 98
938, 98
940, 98
942, 98
944, 98
946, 98
948, 98
950, 98
952, 98
954, 98
956, 98
958, 98
960, 99
962, 98
964, 99
966, 99
968, 99
970, 99
972, 99
974, 99
976, 99
978, 99
980, 99
982, 99
984, 99
986, 99
988, 99
990, 100
992, 100
994, 100
996, 100
998, 100
1000, 100
1002, 100
1004, 100
1006, 100
1008, 100
1010, 100
1012, 100
1014, 100
1016, 100
1018, 101
1020, 101
1022, 101

