0;61
1;62
2;62
3;62
4;63
5;63
6;61
7;62
8;62
9;62
10;65
11;63
12;63
13;63
14;64
15;63
16;63
17;63
18;63
19;63
20;63
21;63
22;63
23;63
24;62
25;62
26;62
27;62
28;63
29;63
30;64
31;62
32;65
33;62
34;62
35;64
36;63
37;63
38;63
39;62
40;62
41;62
42;63
43;62
44;63
45;64
46;63
47;63
48;63
49;63
50;63
51;63
52;62
53;62
54;63
55;64
56;63
57;62
58;63
59;63
60;63
61;63
62;63
63;63
64;63
65;63
66;63
67;63
68;63
69;62
70;62
71;63
72;63
73;63
74;63
75;63
76;62
77;62
78;62
79;63
80;64
81;63
82;63
83;62
84;63
85;64
86;63
87;62
88;63
89;63
90;62
91;63
92;63
93;62
94;63
95;63
96;63
97;63
98;63
99;63

