0;200
1;200
2;200
3;200
4;200
5;200
6;200
7;200
8;200
9;200
10;202
11;200
12;200
13;200
14;202
15;200
16;200
17;202
18;200
19;200
20;200
21;200
22;202
23;200
24;200
25;202
26;200
27;200
28;200
29;200
30;202
31;200
32;202
33;200
34;200
35;200
36;200
37;202
38;200
39;200
40;202
41;200
42;202
43;200
44;200
45;200
46;200
47;200
48;200
49;200
50;202
51;200
52;200
53;202
54;200
55;202
56;200
57;202
58;200
59;200
60;200
61;200
62;200
63;200
64;200
65;202
66;200
67;202
68;200
69;200
70;200
71;200
72;200
73;200
74;200
75;202
76;200
77;202
78;200
79;200
80;202
81;200
82;200
83;200
84;200
85;200
86;200
87;202
88;200
89;200
90;202
91;200
92;200
93;200
94;200
95;202
96;200
97;202
98;200
99;200

