0;159
1;156
2;156
3;161
4;161
5;156
6;157
7;156
8;167
9;161
10;156
11;156
12;156
13;161
14;161
15;156
16;157
17;157
18;160
19;157
20;156
21;156
22;161
23;157
24;160
25;156
26;157
27;161
28;161
29;161
30;161
31;157
32;156
33;161
34;161
35;160
36;161
37;156
38;161
39;161
40;156
41;156
42;161
43;157
44;161
45;156
46;157
47;161
48;161
49;161
50;156
51;157
52;156
53;161
54;160
55;160
56;157
57;156
58;161
59;161
60;156
61;156
62;156
63;161
64;161
65;160
66;156
67;156
68;161
69;161
70;160
71;160
72;156
73;161
74;160
75;156
76;157
77;161
78;157
79;157
80;160
81;156
82;157
83;161
84;157
85;156
86;156
87;156
88;156
89;156
90;162
91;157
92;161
93;160
94;160
95;156
96;156
97;157
98;161
99;161

