0;118
1;120
2;114
3;120
4;119
5;119
6;120
7;114
8;120
9;119
10;120
11;119
12;114
13;119
14;120
15;119
16;120
17;120
18;120
19;120
20;121
21;121
22;114
23;120
24;120
25;120
26;120
27;114
28;120
29;120
30;114
31;120
32;114
33;119
34;120
35;120
36;121
37;114
38;120
39;120
40;119
41;120
42;114
43;120
44;120
45;119
46;120
47;120
48;120
49;120
50;120
51;120
52;120
53;120
54;120
55;119
56;121
57;120
58;119
59;120
60;120
61;120
62;120
63;120
64;119
65;114
66;120
67;114
68;120
69;119
70;120
71;120
72;114
73;120
74;119
75;120
76;120
77;114
78;120
79;119
80;120
81;120
82;114
83;120
84;120
85;120
86;120
87;114
88;120
89;120
90;120
91;120
92;120
93;120
94;119
95;120
96;120
97;120
98;119
99;120
