0;38
1;40
2;40
3;40
4;40
5;40
6;40
7;40
8;40
9;41
10;40
11;41
12;41
13;40
14;40
15;41
16;40
17;40
18;41
19;40
20;40
21;41
22;41
23;40
24;41
25;40
26;40
27;40
28;40
29;40
30;41
31;40
32;40
33;40
34;40
35;41
36;40
37;40
38;40
39;40
40;40
41;40
42;41
43;40
44;40
45;40
46;40
47;41
48;40
49;40
50;41
51;40
52;41
53;40
54;40
55;40
56;40
57;40
58;40
59;40
60;41
61;40
62;40
63;40
64;40
65;40
66;40
67;40
68;40
69;40
70;41
71;41
72;40
73;40
74;40
75;41
76;40
77;40
78;40
79;40
80;41
81;40
82;40
83;40
84;41
85;40
86;40
87;40
88;40
89;40
90;40
91;40
92;40
93;40
94;40
95;41
96;40
97;41
98;40
99;41

